0 20 26 15
0 3 3 0
0 120 54 12
0 14 7 0
0 1003 292 2
1 5 0 0
5 8 11 5
1 57 0 0
1 14 7 0
0 34 24 21
0 208 127 22
0 444 223 43
0 34 24 21
0 135 93 30
0 387 189 84
0 34 24 21
0 8 11 5
0 127 91 39
0 127 91 39
0 37 35 19
0 148 50 0
4 14 7 0
0 73 63 8
0 363 187 8
0 33 38 8
0 16 16 0
1 5 0 0
0 692 9 0
0 519 66 6
0 121 14 0
0 23 27 13
0 66 62 31
0 29 13 4
0 39 5 0
2 -1 19 7
0 120 54 12
0 51 0 0
0 74 12 0
3 -1 312 14
0 64 1 1
0 43 19 7
0 37 35 19
0 37 35 19
0 37 35 19
1 822 6 0
1 63 57 20
0 24 21 0
0 103 56 0
0 15 20 3
0 164 1 1
0 195 33 0
0 784 309 111
0 6 1 1
0 -1 1 1
1 308 34 0
0 81 14 0
0 174 120 63
0 190 7 0
0 21 0 0
2 41 31 0
0 867 47 0
0 232 0 0
0 24 21 0
3 25 30 18
0 4 8 0
0 8 11 5
0 53 0 0
5 38 40 22
0 31 14 0
4 28 3 0
0 593 234 16
0 -1 29 12
0 9 9 0
0 -1 3 0
2 21 0 0
1 2 0 0
0 30 36 17
0 24 21 0
0 49 46 25
0 36 2 0
0 145 39 0
0 97 0 0
1 54 48 27
0 463 7 0
0 39 5 0
4 15 20 3
0 151 110 20
0 77 69 26
0 13 15 3
0 155 83 0
0 149 102 43
1 14 7 0
0 0 4 2
0 0 4 2
0 21 0 0
0 352 53 0
0 7 6 0
0 7 6 0
0 100 80 30
0 252 152 16
0 65 55 0
0 68 61 29
0 34 24 21
0 25 30 18
0 53 0 0
0 1 2 0
0 0 4 2
0 0 4 2
0 0 4 2
0 633 279 8
0 92 75 36
0 0 4 2
0 213 3 0
0 3 3 0
0 4 8 0
0 1 2 0
0 1 2 0
0 4 8 0
0 1 2 0
0 1 2 0
0 1 2 0
0 48 42 16
0 48 42 16
1 48 42 16
0 4 8 0
0 41 31 0
0 140 31 0
0 41 31 0
0 41 31 0
0 41 31 0
1 5 0 0
0 494 181 4
0 512 245 13
3 23 27 13
9 -1 92 0
0 3 3 0
0 3 3 0
0 42 3 0
0 3 3 0
2 369 0 0
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
1 5 0 0
0 -1 29 12
0 6 1 1
0 206 104 4
0 74 12 0
4 813 319 131
1 66 62 31
4 104 142 0
0 24 21 0
0 36 2 0
0 12 17 9
0 3 3 0
0 21 0 0
1 5 0 0
0 95 76 4
0 61 33 0
1 115 66 6
0 965 21 0
0 41 31 0
0 477 8 0
3 168 25 0
0 7 6 0
0 34 24 21
0 1 2 0
0 103 56 0
0 25 30 18
0 61 33 0
0 46 44 3
0 175 114 3
0 46 44 3
0 96 34 0
4 204 135 56
15 243 121 0
0 15 20 3
1 -1 25 0
0 9 9 0
0 86 12 0
1 5 0 0
0 -1 0 0
2 159 105 49
0 942 0 0
5 341 25 0
2 190 34 0
0 40 1 1
1 5 0 0
0 457 68 0
0 106 58 0
0 7 6 0
0 1 2 0
0 83 1 1
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
0 30 36 17
4 36 2 0
4 384 206 87
0 1 2 0
0 0 4 2
0 260 2 0
1 1 2 0
0 956 0 0
0 8 11 5
0 8 11 5
0 515 21 0
0 909 251 11
0 12 17 9
0 17 10 0
0 19 18 0
0 93 34 0
0 12 17 9
0 69 1 1
0 53 0 0
0 44 43 24
1 172 5 0
0 49 46 25
0 37 35 19
0 -1 3 0
0 58 52 8
1 0 4 2
1 0 4 2
1 0 4 2
1 0 4 2
1 0 4 2
0 6 1 1
0 28 3 0
0 39 5 0
0 7 6 0
1 0 4 2
0 39 5 0
5 0 4 2
0 0 4 2
0 0 4 2
0 10 2 0
0 0 4 2
0 44 43 24
0 215 141 70
0 65 55 0
0 74 12 0
0 11 5 0
1 2 0 0
1 2 0 0
1 2 0 0
1 2 0 0
1 2 0 0
1 2 0 0
0 1 2 0
0 16 16 0
0 1 2 0
0 69 1 1
0 69 1 1
0 69 1 1
0 3 3 0
0 65 55 0
0 843 23 0
0 1 2 0
0 17 10 0
0 6 1 1
0 9 9 0
0 0 4 2
1 270 10 0
0 44 43 24
0 15 20 3
0 15 20 3
0 -1 29 12
1 347 6 0
1 0 4 2
0 16 16 0
0 20 26 15
0 13 15 3
0 24 21 0
0 160 50 0
1 54 48 27
0 -1 0 0
0 790 16 0
0 7 6 0
0 4 8 0
0 61 33 0
0 15 20 3
1 4 8 0
0 195 33 0
0 1 2 0
0 84 54 12
1 429 59 6
0 38 40 22
0 292 176 80
0 257 163 74
1 2 0 0
1 13 15 3
0 303 6 0
1 106 58 0
0 95 76 4
0 34 24 21
0 -1 9 0
2 7 6 0
0 31 14 0
0 19 18 0
0 -1 3 0
1 1 2 0
0 26 28 14
0 21 0 0
0 34 24 21
0 38 40 22
0 51 0 0
0 -1 6 0
0 21 0 0
0 4 8 0
0 4 8 0
0 7 6 0
4 210 140 58
0 20 26 15
1 44 43 24
2 29 13 4
0 -1 19 7
0 -1 29 12
0 -1 29 12
12 1 2 0
0 15 20 3
0 49 46 25
1 10 2 0
0 901 0 0
0 25 30 18
0 203 134 68
1 53 0 0
0 47 45 23
0 26 28 14
2 21 0 0
0 71 1 1
0 71 1 1
1 35 7 0
2 29 13 4
0 42 3 0
0 45 0 0
0 1 2 0
1 18 22 10
0 69 1 1
0 100 80 30
0 27 32 11
0 51 0 0
0 21 0 0
0 37 35 19
0 69 1 1
0 928 147 0
0 61 33 0
0 71 1 1
0 12 17 9
0 20 26 15
0 51 0 0
3 26 28 14
0 70 41 6
0 148 50 0
0 39 5 0
1 6 1 1
0 3 3 0
1 130 9 0
0 75 0 0
0 406 58 0
0 52 23 0
0 94 77 40
1 5 0 0
0 156 50 0
0 45 0 0
0 9 9 0
0 3 3 0
1 1015 13 4
1 -1 6 0
0 34 24 21
0 16 16 0
1 183 5 0
0 1 2 0
0 40 1 1
7 23 27 13
0 20 26 15
0 1 2 0
0 1 2 0
0 19 18 0
0 1 2 0
0 -1 19 7
0 199 78 35
0 -1 29 12
0 60 39 0
0 32 37 0
0 40 1 1
0 13 15 3
0 40 1 1
0 79 16 0
0 887 68 0
0 1 2 0
0 -1 244 7
0 26 28 14
0 280 1 1
0 410 0 0
0 82 10 0
5 194 41 6
5 12 17 9
1 5 0 0
0 191 25 0
2 21 0 0
0 487 5 0
0 0 4 2
0 34 24 21
0 30 36 17
1 403 156 0
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 63 57 20
0 256 155 7
0 -1 29 12
0 117 64 0
0 37 35 19
0 3 3 0
1 246 109 7
0 1 2 0
0 61 33 0
0 36 2 0
0 768 53 0
0 36 2 0
0 36 2 0
0 520 240 16
1 5 0 0
1 5 0 0
0 180 35 19
0 180 35 19
0 190 6 0
0 8 11 5
0 144 5 0
0 25 30 18
0 6 1 1
0 11 5 0
0 197 129 33
0 33 38 8
0 27 32 11
0 36 2 0
1 173 65 0
0 61 33 0
0 1 2 0
0 -1 5 0
0 1 2 0
0 79 16 0
0 3 3 0
0 42 3 0
0 7 6 0
0 7 6 0
0 271 171 3
0 179 15 3
0 13 15 3
0 13 15 3
0 13 15 3
0 -1 25 0
0 9 9 0
0 69 1 1
0 69 1 1
0 69 1 1
0 69 1 1
5 66 62 31
0 68 61 29
0 68 61 29
0 26 28 14
0 31 14 0
0 17 10 0
0 160 50 0
0 14 7 0
0 12 17 9
0 81 14 0
0 117 64 0
0 412 33 0
0 56 0 0
0 1 2 0
0 1 2 0
0 1 2 0
0 7 6 0
1 115 66 6
0 416 1 1
0 166 115 61
0 418 0 0
1 5 0 0
0 16 16 0
0 7 6 0
1 150 103 11
0 411 147 0
0 373 199 69
0 278 25 0
1 101 33 0
1 5 0 0
0 13 15 3
0 135 93 30
4 128 70 4
0 672 64 0
5 79 16 0
0 11 5 0
0 4 8 0
0 9 9 0
0 36 2 0
0 157 108 48
0 216 13 4
0 80 24 37
0 498 0 0
0 34 24 21
0 74 12 0
0 7 6 0
0 244 3 0
0 244 3 0
3 8 11 5
2 105 59 6
0 775 16 0
0 254 136 7
0 254 136 7
0 155 83 0
1 29 13 4
0 315 21 0
1 364 3 0
0 344 3 0
0 172 5 0
0 1 2 0
0 45 0 0
1 5 0 0
1 72 0 0
1 72 0 0
1 56 0 0
0 1 2 0
0 861 25 0
0 3 3 0
2 65 55 0
0 6 1 1
0 28 3 0
0 7 6 0
0 162 14 0
0 199 78 35
0 23 27 13
0 22 1 1
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
0 71 1 1
0 149 102 43
0 289 92 0
0 42 3 0
0 101 33 0
0 459 231 110
0 347 6 0
0 24 21 0
1 59 3 0
1 59 3 0
1 59 3 0
1 59 3 0
1 59 3 0
1 59 3 0
1 59 3 0
1 59 3 0
0 52 23 0
0 72 0 0
0 1 2 0
0 37 35 19
0 70 41 6
0 932 41 6
0 5 0 0
1 453 50 0
0 4 8 0
0 29 13 4
0 940 13 4
0 402 10 0
0 7 6 0
0 253 56 0
0 7 6 0
0 9 9 0
0 717 12 0
0 206 104 4
0 3 3 0
0 1023 109 7
2 438 14 0
0 11 5 0
1 54 48 27
0 7 6 0
0 31 14 0
2 163 5 0
1 3 3 0
0 422 218 62
0 3 3 0
0 3 3 0
0 61 33 0
0 4 8 0
0 75 0 0
0 4 8 0
0 75 0 0
0 75 0 0
0 75 0 0
0 530 0 0
0 4 8 0
0 21 0 0
1 2 0 0
0 295 9 0
1 29 13 4
1 5 0 0
0 0 4 2
0 0 4 2
1 5 0 0
0 67 1 1
0 9 9 0
0 56 0 0
0 7 6 0
5 191 25 0
0 6 1 1
0 1 2 0
0 164 1 1
0 241 0 0
0 21 0 0
2 9 9 0
0 28 3 0
1 897 0 0
0 72 0 0
0 30 36 17
4 14 7 0
0 66 62 31
0 1028 81 0
0 52 23 0
5 39 5 0
0 17 10 0
1 640 1 1
1 29 13 4
0 112 25 0
0 16 16 0
1 45 0 0
0 9 9 0
0 52 23 0
0 8 11 5
0 0 4 2
0 256 155 7
0 -1 16 0
0 312 109 7
0 247 1 1
0 9 9 0
2 148 50 0
0 19 18 0
0 50 10 0
0 6 1 1
3 44 43 24
0 151 110 20
1 294 0 0
3 76 67 32
12 151 110 20
1 591 271 116
1 483 230 7
0 73 63 8
0 104 53 0
0 6 1 1
1 35 7 0
1 3 12 0
1 35 7 0
1 35 7 0
1 3 12 0
1 3 12 0
1 40 1 1
0 40 1 1
0 55 49 28
0 55 49 28
0 55 49 28
0 16 16 0
1 0 4 2
1 141 5 0
2 11 5 0
0 7 6 0
0 84 54 12
0 3 3 0
0 172 5 0
0 118 13 4
0 41 31 0
0 100 80 30
0 37 35 19
2 -1 7 0
1 48 42 16
0 25 30 18
0 1 2 0
0 110 84 0
0 31 14 0
0 9 9 0
0 231 3 0
0 9 9 0
0 4 8 0
0 3 3 0
17 871 34 0
1 10 2 0
0 112 25 0
1 -1 3 0
1 68 61 29
1 -1 149 51
0 189 3 0
5 91 74 33
1 5 0 0
0 97 0 0
2 37 35 19
0 17 10 0
0 17 10 0
0 41 31 0
0 324 0 0
0 9 9 0
2 225 144 59
1 117 64 0
0 524 25 0
0 25 30 18
0 56 0 0
2 293 168 46
0 5 0 0
5 53 0 0
0 21 0 0
0 4 8 0
0 4 8 0
0 4 8 0
0 34 24 21
0 7 6 0
0 834 83 0
5 37 35 19
0 226 0 0
0 51 0 0
0 109 81 0
0 9 9 0
1 3 3 0
0 106 58 0
1 5 0 0
1 3 3 0
1 -1 19 7
1 134 13 4
0 1 2 0
0 58 52 8
0 224 138 65
0 224 138 65
0 48 42 16
0 50 10 0
0 1 2 0
25 171 5 0
0 27 32 11
0 71 1 1
0 359 3 0
0 29 13 4
0 -1 19 7
0 145 39 0
0 41 31 0
0 16 16 0
0 3 3 0
0 3 3 0
0 16 16 0
2 135 93 30
0 71 1 1
0 3 12 0
0 3 12 0
0 35 7 0
0 21 0 0
0 168 25 0
0 1 2 0
0 249 5 0
0 -1 25 0
0 36 2 0
0 36 2 0
0 81 14 0
0 193 113 54
0 451 51 0
0 83 1 1
0 27 32 11
0 25 30 18
1 470 3 0
1 42 3 0
0 1 2 0
2 12 17 9
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 10 2 0
1 45 0 0
2 102 51 0
0 38 40 22
0 52 23 0
5 38 40 22
0 821 145 9
2 78 47 0
0 121 14 0
1 -1 19 7
0 38 40 22
1 -1 276 7
0 0 4 2
0 40 1 1
0 109 81 0
8 43 19 7
0 146 99 53
1 53 0 0
2 189 3 0
2 159 105 49
0 161 111 46
0 915 1 1
3 2 0 0
3 -1 208 11
0 60 39 0
0 823 -1 126
0 -1 208 11
0 6 1 1
0 6 1 1
0 6 1 1
0 6 1 1
0 6 1 1
0 6 1 1
0 6 1 1
0 141 34 0
0 19 18 0
0 162 14 0
0 63 57 20
7 88 71 10
1 53 0 0
0 321 10 0
0 24 21 0
0 3 3 0
0 103 56 0
0 15 20 3
0 1013 6 0
0 123 3 0
0 12 17 9
0 72 0 0
0 22 1 1
0 22 1 1
0 22 1 1
0 22 1 1
0 22 1 1
0 22 1 1
0 22 1 1
0 31 14 0
0 24 21 0
0 156 50 0
0 82 10 0
2 765 5 0
0 -1 3 0
0 27 32 11
0 31 14 0
0 282 7 0
0 35 7 0
0 55 49 28
0 60 39 0
1 186 23 0
0 4 8 0
0 35 56 0
0 63 57 20
0 4 8 0
0 212 78 35
0 234 164 35
0 212 78 35
2 49 46 25
0 49 46 25
1 106 58 0
1 5 0 0
0 37 35 19
1 5 0 0
1 204 135 56
1 118 13 4
0 549 232 104
0 32 37 0
9 -1 2 0
0 404 190 0
1 151 110 20
0 160 50 0
0 242 0 0
0 339 87 6
0 -1 19 7
8 171 5 0
0 396 18 0
0 4 8 0
0 357 9 0
1 93 34 0
0 17 10 0
1 24 21 0
1 1 2 0
1 261 8 0
0 336 51 0
9 142 7 0
0 131 82 0
1 -1 9 0
0 247 1 1
0 578 33 0
0 31 14 0
2 29 13 4
0 4 8 0
11 448 224 109
0 7 6 0
4 89 73 38
0 25 30 18
0 62 0 0
0 42 3 0
0 925 51 0
0 7 6 0
1 236 3 0
2 139 13 4
8 1039 7 0
8 78 47 0
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
1 18 22 10
0 4 8 0
1 5 0 0
0 119 7 0
0 -1 29 12
0 -1 29 12
0 -1 29 12
0 43 19 7
1 45 0 0
1 45 0 0
0 43 19 7
0 7 6 0
0 16 16 0
0 274 9 0
0 42 3 0
1 -1 3 0
1 163 5 0
0 32 37 0
0 49 46 25
0 585 64 0
0 236 3 0
0 269 12 0
0 184 101 0
0 0 4 2
0 45 0 0
0 90 72 26
0 106 58 0
0 464 5 0
0 75 0 0
0 43 19 7
0 60 39 0
0 202 2 0
0 19 18 0
0 840 51 0
0 0 4 2
0 39 5 0
0 1 2 0
0 1 2 0
0 55 49 28
1 5 0 0
0 141 5 0
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 7 6 0
4 37 35 19
8 103 56 0
0 117 64 0
1 54 48 27
0 6 1 1
0 6 1 1
1 5 0 0
0 103 56 0
0 6 1 1
3 306 219 107
1 108 1 1
0 145 39 0
0 24 21 0
0 16 16 0
0 1011 3 0
0 81 14 0
0 1 2 0
0 1 2 0
1 5 0 0
0 13 15 3
0 125 0 0
0 53 0 0
1 52 23 0
0 1 2 0
3 272 183 3
1 177 65 0
0 15 20 3
0 19 18 0
0 212 78 35
1 159 105 49
0 19 18 0
2 21 0 0
0 66 62 31
0 133 23 0
0 359 3 0
0 242 0 0
0 28 3 0
0 31 14 0
0 48 42 16
0 131 82 0
0 74 12 0
0 38 40 22
0 220 0 0
1 5 0 0
1 5 0 0
0 969 12 0
0 19 18 0
1 501 83 0
1 53 0 0
0 33 38 8
0 33 38 8
0 760 56 0
1 10 2 0
0 146 99 53
1 10 2 0
1 10 2 0
1 10 2 0
0 146 99 53
1 10 2 0
1 10 2 0
0 -1 357 21
2 12 17 9
0 521 47 0
0 34 24 21
0 37 35 19
0 158 23 0
0 11 5 0
0 16 16 0
0 258 25 0
0 9 9 0
0 31 14 0
0 14 7 0
1 5 0 0
0 4 8 0
1 24 21 0
0 331 56 0
0 34 24 21
0 20 26 15
0 28 3 0
0 120 54 12
3 37 35 19
28 9 9 0
2 23 27 13
0 53 0 0
0 125 0 0
0 60 39 0
0 103 56 0
0 1070 47 0
0 17 10 0
0 19 18 0
0 4 8 0
0 41 31 0
0 34 24 21
1 7 6 0
0 529 53 0
1 2 0 0
0 27 32 11
0 27 32 11
0 394 51 0
2 14 7 0
0 289 92 0
5 53 0 0
0 15 20 3
0 13 15 3
0 46 44 3
0 15 20 3
0 46 44 3
0 13 15 3
0 15 20 3
0 9 9 0
0 42 3 0
0 36 2 0
0 878 12 0
1 5 0 0
1 5 0 0
0 0 4 2
1 35 7 0
1 35 7 0
1 3 12 0
1 3 12 0
0 43 19 7
0 24 21 0
0 193 113 54
0 21 0 0
2 832 76 4
0 337 3 0
0 1 2 0
2 167 116 55
0 17 10 0
0 1 2 0
1 855 33 0
0 1 2 0
2 167 116 55
0 92 75 36
4 22 1 1
0 4 8 0
2 19 18 0
0 4 8 0
0 507 3 0
0 -1 1 1
0 7 6 0
0 23 27 13
0 42 3 0
0 9 9 0
0 -1 19 7
2 835 47 0
0 12 7 0
0 32 37 0
2 14 7 0
0 31 14 0
0 -1 3 0
0 48 42 16
0 39 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
0 11 5 0
5 7 6 0
0 166 115 61
1 125 0 0
0 72 0 0
0 117 64 0
0 4 8 0
0 1 2 0
0 554 25 0
1 18 22 10
0 37 35 19
0 104 53 0
0 36 2 0
0 -1 29 12
0 -1 29 12
0 -1 29 12
0 -1 29 12
0 -1 29 12
0 74 12 0
0 74 12 0
0 109 81 0
2 67 1 1
0 1021 343 55
0 167 116 55
1 5 0 0
1 5 0 0
0 -1 3 0
1 5 0 0
0 121 14 0
1 111 68 0
1 5 0 0
1 5 0 0
1 12 17 9
0 6 1 1
5 28 3 0
0 53 0 0
0 -1 29 12
0 -1 29 12
0 -1 29 12
0 58 52 8
0 6 1 1
1 136 97 47
2 19 18 0
0 17 10 0
0 46 44 3
0 15 20 3
0 46 44 3
0 29 13 4
0 29 13 4
0 1004 70 4
1 52 23 0
2 176 124 3
0 86 12 0
0 27 32 11
0 3 3 0
0 6 1 1
1 145 39 0
0 33 38 8
0 33 38 8
0 79 16 0
0 156 50 0
0 30 36 17
0 124 12 0
0 0 4 2
0 24 21 0
0 14 7 0
0 14 7 0
0 110 84 0
0 13 15 3
0 32 37 0
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 39 5 0
0 16 16 0
1 5 0 0
13 1 2 0
0 274 9 0
0 3 3 0
1 23 27 13
0 41 31 0
0 32 37 0
0 19 18 0
0 58 52 8
0 -1 5 0
11 263 165 78
0 191 25 0
0 67 1 1
0 23 27 13
0 15 20 3
0 696 23 0
0 4 8 0
0 11 5 0
0 0 4 2
0 0 4 2
0 0 4 2
0 1 2 0
0 96 34 0
1 45 0 0
0 17 10 0
18 40 1 1
0 52 23 0
0 1043 0 0
0 1 2 0
1 181 123 16
1 21 0 0
0 231 3 0
0 221 0 0
0 199 78 35
0 69 1 1
0 13 15 3
0 0 4 2
1 3 3 0
1 101 33 0
1 3 3 0
1 101 33 0
0 126 89 41
0 9 9 0
0 93 34 0
0 138 98 6
0 0 4 2
1 3 3 0
19 36 2 0
0 25 30 18
0 113 60 0
0 144 5 0
0 11 5 0
0 1 2 0
0 124 12 0
0 38 40 22
2 250 12 0
0 36 2 0
1 0 4 2
1 0 4 2
0 40 1 1
0 17 10 0
0 19 18 0
0 19 18 0
1 2 0 0
0 105 59 6
2 43 19 7
5 443 252 20
0 72 0 0
4 0 4 2
0 204 135 56
0 732 65 0
0 243 121 0
2 -1 0 0
0 8 11 5
0 8 11 5
0 135 93 30
0 393 39 0
1 53 0 0
0 34 24 21
0 15 20 3
0 55 49 28
2 23 27 13
1 119 7 0
0 17 10 0
0 13 15 3
0 53 0 0
0 9 9 0
2 28 3 0
0 11 5 0
0 304 14 0
1 42 3 0
0 261 8 0
1 222 6 0
2 60 39 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 86 12 0
0 86 12 0
0 1 2 0
0 1 2 0
0 86 12 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 1 2 0
0 86 12 0
0 1 2 0
0 1 2 0
0 1 2 0
0 86 12 0
1 14 7 0
0 3 3 0
0 427 39 0
1 14 7 0
1 113 60 0
11 19 18 0
3 -1 29 12
0 51 0 0
3 155 83 0
0 165 0 0
1 52 23 0
0 47 45 23
4 37 35 19
0 77 69 26
3 77 69 26
0 -1 6 0
0 169 117 57
0 12 17 9
0 79 16 0
0 12 17 9
0 12 17 9
0 12 17 9
0 12 17 9
0 12 17 9
0 12 17 9
1 10 2 0
1 58 52 8
0 4 8 0
0 28 3 0
0 20 26 15
0 8 11 5
0 276 18 0
0 4 8 0
0 33 6 0
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 0 4 2
0 11 5 0
0 11 5 0
0 4 8 0
0 523 0 0
0 67 1 1
0 1 2 0
0 103 56 0
0 146 99 53
0 146 99 53
0 140 31 0
0 13 15 3
0 260 70 4
0 3 3 0
0 60 39 0
0 143 96 52
0 -1 25 0
8 96 34 0
0 3 3 0
0 16 16 0
0 74 12 0
0 140 31 0
0 7 6 0
0 -1 0 0
0 13 15 3
0 179 15 3
0 179 15 3
1 686 6 0
